13000	2	-0.00132249	0.180371	44.2751	2.73501e-07
13000	3	0.571511	0.0597911	24.1037	1.78187e-07
13000	4	0.801069	0.0353221	15.4206	4.38186e-08
13000	5	0.915794	0.0230126	10.8172	3.37189e-08
13000	6	1.02164	1.3755	8.05798	2.69745e-08
13000	7	1.03314	0.625264	6.26334	2.21659e-08
13000	8	1.05796	0.272161	5.0258	1.86165e-08
13000	9	0.859071	0.162154	4.13394	1.59034e-08
13000	10	0.870508	0.10278	3.46863	1.37696e-08
13000	11	0.864841	0.0828501	2.95829	1.0822e-08
13000	12	0.855716	0.0471695	2.55774	2.48951e-08
13000	13	0.84016	0.0393145	2.23721	1.81106e-08
13000	14	0.819426	0.0295328	1.97646	1.28731e-08
13000	15	0.79771	0.0286947	1.76128	9.62367e-09
13000	16	0.771958	0.0204072	1.58148	9.39517e-09
13000	17	0.746564	0.0174502	1.42957	1.08525e-08
13000	18	0.719784	0.0170234	1.29995	1.19831e-08
13000	19	0.692968	0.0136444	1.18838	4.86172e-09
13000	20	0.665975	0.0122015	1.09157	4.49023e-09
13000	21	0.639466	0.0120608	1.00696	4.16046e-09
13000	22	0.613385	0.00998454	0.932519	3.86585e-09
13000	24.85	0.542675	0.00765363	0.763028	3.48045e-09
13000	27.7	0.478391	0.00640463	0.638355	2.90119e-09
13000	30.55	0.420423	0.00491665	0.543446	2.45196e-09
13000	33.4	0.369051	0.00378838	0.469138	2.09635e-09
13000	36.25	0.323291	0.00337979	0.409587	1.80986e-09
13000	39.1	0.283111	0.00269433	0.360924	1.57579e-09
13000	41.95	0.247597	0.00246607	0.320497	1.38256e-09
13000	44.8	0.216348	0.00235074	0.286442	1.22079e-09
13000	47.65	0.188879	0.0019394	0.25741	1.08409e-09
13000	50.5	0.164638	0.0017067	0.232406	9.67617e-10
13000	53.35	0.143301	0.00158103	0.210683	8.67719e-10
13000	56.2	0.124488	0.00143725	0.191665	7.81409e-10
13000	59.05	0.107943	0.00134184	0.174905	7.064e-10
13000	61.9	0.0933384	0.00108546	0.16005	6.40867e-10
13000	64.75	0.0804647	0.000959641	0.146818	5.83336e-10
13000	67.6	0.0691027	0.00086539	0.134977	5.32607e-10
13000	70.45	0.0591132	0.000759697	0.12434	9.18448e-10
13000	73.3	0.0503113	0.000699466	0.114751	4.47809e-10
13000	76.15	0.0425661	0.000627985	0.10608	4.1232e-10
13000	79	0.0357611	0.000567978	0.0982166	3.80574e-10
13000	81.85	0.0297732	0.000518888	0.0910671	3.51753e-10
13000	84.7	0.0245224	0.000477414	0.0845519	3.30814e-10
13000	87.55	0.0199324	0.00046708	0.0786021	3.1226e-10
13000	90.4	0.0159204	0.000442059	0.0731582	2.95428e-10
13000	93.25	0.0124284	0.000393436	0.068168	2.80167e-10
13000	96.1	0.00938271	0.000380687	0.0635864	5.26039e-10
13000	98.95	0.0067417	0.000330354	0.0593732	3.33785e-10
13000	101.8	0.00445649	0.000306176	0.0554933	2.33649e-10
13000	104.65	0.00248698	0.000305213	0.0519155	2.3105e-10
13000	107.5	0.000804348	0.000274683	0.048612	2.21033e-10
13000	110.35	-0.000625669	0.000265834	0.0455581	2.11719e-10
13000	113.2	-0.00183683	0.00025188	0.0427318	2.09022e-10
13000	116.05	-0.00285961	0.000243505	0.0401131	2.00645e-10
13000	118.9	-0.00370896	0.000220603	0.0376844	1.92801e-10
13000	121.75	-0.00435974	0.00018798	0.0354296	1.85439e-10
13000	124.6	-0.0049247	0.000184356	0.0333343	1.78515e-10
13000	127.45	-0.00537115	0.000168501	0.0313853	1.71989e-10
13000	130.3	-0.00571766	0.000147074	0.0295708	1.65825e-10
13000	133.15	-0.00597232	0.000140495	0.0278802	1.6e-10
13000	136	-0.00615323	0.000139564	0.0263036	1.4309e-10
13000	138.85	-0.00626308	0.000127651	0.0248322	1.37938e-10
13000	141.7	-0.00633699	0.000125544	0.0234578	1.33467e-10
13000	144.55	-0.00634143	0.000121167	0.0221731	1.28681e-10
13000	147.4	-0.00629955	0.000107982	0.0209714	1.21077e-10
13000	150.25	-0.00622452	0.000100905	0.0198465	1.16831e-10
13000	153.1	-0.00611832	9.49704e-05	0.0187927	1.12803e-10
13000	155.95	-0.00598813	8.81974e-05	0.0178049	1.08978e-10
13000	158.8	-0.00583682	8.73343e-05	0.0168783	1.16476e-10
13000	161.65	-0.00566881	7.47935e-05	0.0160086	1.15144e-10
13000	164.5	-0.00548744	6.75265e-05	0.0151917	1.11643e-10
13000	167.35	-0.0052968	5.98268e-05	0.014424	1.08324e-10
13000	170.2	-0.00509887	5.53236e-05	0.013702	1.0513e-10
13000	173.05	-0.00489565	5.05208e-05	0.0130226	1.02051e-10
13000	175.9	-0.00469116	4.37035e-05	0.012383	9.57217e-11
13000	178.75	-0.00448465	3.97986e-05	0.0117804	9.29294e-11
13000	181.6	-0.00427858	3.60202e-05	0.0112124	8.98757e-11
13000	184.45	-0.00407419	3.33886e-05	0.0106767	8.72295e-11
13000	187.3	-0.00387247	3.00313e-05	0.0101712	8.46721e-11
13000	190.15	-0.00367487	2.7508e-05	0.00969389	8.22005e-11
13000	193	-0.00348116	2.37277e-05	0.00924303	7.98216e-11
13000	195.85	-0.00329291	2.20177e-05	0.00881691	7.76287e-11
13000	198.7	-0.0031096	1.90812e-05	0.00841397	6.60071e-11
13000	201.55	-0.00293251	1.72982e-05	0.00803275	6.41683e-11
13000	204.4	-0.00276165	1.54581e-05	0.00767191	6.24488e-11
13000	207.25	-0.00259757	1.4628e-05	0.00733019	6.08044e-11
13000	210.1	-0.00243989	1.24478e-05	0.00700644	5.26812e-11
13000	212.95	-0.00228912	1.18936e-05	0.00669955	3.94635e-11
13000	215.8	-0.00214498	1.05424e-05	0.00640852	2.98671e-11
13000	218.65	-0.00200739	9.51783e-06	0.00613241	2.70656e-11
13000	221.5	-0.00187643	8.88798e-06	0.00587033	3.18625e-11
13000	224.35	-0.00175218	7.70348e-06	0.00562147	4.19856e-11
13000	227.2	-0.00163431	7.02439e-06	0.00538505	4.94072e-11
13000	230.05	-0.00152257	6.21859e-06	0.00516036	4.80026e-11
13000	232.9	-0.00141721	5.86016e-06	0.00494673	4.66382e-11
13000	235.75	-0.00131764	5.3465e-06	0.00474354	4.53115e-11
13000	238.6	-0.0012237	4.48898e-06	0.00455018	4.40207e-11
13000	241.45	-0.0011354	4.19667e-06	0.00436612	4.27644e-11
13000	244.3	-0.0010523	3.72653e-06	0.00419084	5.55406e-12
13000	247.15	-0.000974311	3.44573e-06	0.00402386	5.45969e-12
