13000	3	0.114662	0.160562	0 	0
13000	6	0.308911	2.99447	8.05835	6.00295e-08
13000	7	0.409132	1.05884	6.26367	4.96128e-08
13000	8	0.498011	0.441142	5.0261	4.25076e-08
13000	9	0.567503	0.183673	4.13422	3.30131e-08
13000	10	0.618258	0.141451	3.46887	2.50281e-08
13000	11	0.652146	0.0830455	2.95851	2.039e-08
13000	12	0.672913	0.075971	2.55793	1.67779e-08
13000	13	0.683822	0.051631	2.23739	1.39198e-08
13000	14	0.685188	0.0393381	1.97662	1.15801e-08
13000	15	0.680464	0.026865	1.76142	1.62499e-08
13000	16	0.671733	0.0251001	1.58161	1.32009e-08
13000	17	0.658139	0.0208421	1.42968	1.06837e-08
13000	18	0.642847	0.0180993	1.30006	8.59068e-09
13000	19	0.625531	0.0145368	1.18848	6.83903e-09
13000	20	0.606763	0.0136311	1.09166	6.84177e-09
13000	21	0.587513	0.0126444	1.00704	9.5989e-09
13000	22	0.567587	0.0108603	0.932592	8.99289e-09
13000	24.85	0.510352	0.00786666	0.763084	3.92096e-09
13000	27.7	0.455066	0.0062982	0.638397	3.62093e-09
13000	30.55	0.403681	0.00503424	0.543479	5.34965e-09
13000	33.4	0.356709	0.00408566	0.469162	3.0074e-09
13000	36.25	0.314423	0.00361491	0.409606	2.40934e-09
13000	39.1	0.276572	0.00325314	0.360937	3.48034e-09
13000	41.95	0.24287	0.00282653	0.320507	3.15252e-09
13000	44.8	0.212997	0.00241351	0.286448	2.63866e-09
13000	47.65	0.186481	0.0022007	0.257414	2.4704e-09
13000	50.5	0.162964	0.00198461	0.232408	1.62631e-09
13000	53.35	0.142198	0.00164638	0.210683	1.43577e-09
13000	56.2	0.123833	0.00151711	0.191664	1.22997e-09
13000	59.05	0.107576	0.0013429	0.174903	1.13275e-09
13000	61.9	0.0932324	0.00122207	0.160048	9.83857e-10
13000	64.75	0.0805324	0.00108747	0.146815	9.21562e-10
13000	67.6	0.0693429	0.00099096	0.134974	8.66189e-10
13000	70.45	0.0594511	0.000888209	0.124337	9.57022e-10
13000	73.3	0.0507377	0.000841383	0.114748	9.00788e-10
13000	76.15	0.0430419	0.000737065	0.106076	8.50075e-10
13000	79	0.0362604	0.000672599	0.0982128	8.04153e-10
13000	81.85	0.0303004	0.000630223	0.0910634	7.62411e-10
13000	84.7	0.0250604	0.000590788	0.0845483	6.29113e-10
13000	87.55	0.0204734	0.000536496	0.0785986	5.99884e-10
13000	90.4	0.0164608	0.000511893	0.0731548	5.13028e-10
13000	93.25	0.0129479	0.000533325	0.0681648	4.69071e-10
13000	96.1	0.00988851	0.00045497	0.0635833	4.19413e-10
