13000	50	36.9774	1.76681
13000	52	33.1598	1.83983
13000	54	29.8355	1.90922
13000	56	26.9267	1.97457
13000	58	24.37	2.03548
13000	60	22.1136	2.0916
13000	62	20.1146	2.14259
13000	64	18.3374	2.18816
13000	66	16.7522	2.22808
13000	68	15.3342	2.26214
13000	70	14.062	2.2902
13000	72	12.9177	2.31217
13000	74	11.8858	2.32801
13000	76	10.9533	2.33775
13000	78	10.1087	2.34144
13000	80	9.34212	2.33923
13000	82	8.64509	2.33128
13000	84	8.01011	2.31782
13000	86	7.43068	2.29911
13000	88	6.90107	2.27546
13000	90	6.41625	2.2472
13000	92	5.97178	2.21468
13000	94	5.56373	2.17829
13000	96	5.18861	2.13841
13000	98	4.84332	2.09544
13000	100	4.52509	2.04977
13000	102	4.23147	2.0018
13000	104	3.96024	1.95189
13000	106	3.70943	1.90043
13000	108	3.47724	1.84775
13000	110	3.26209	1.79419
13000	112	3.06253	1.74006
13000	114	2.87726	1.68564
13000	116	2.70509	1.63119
13000	118	2.54496	1.57694
13000	120	2.3959	1.52311
13000	122	2.25704	1.46989
13000	124	2.12756	1.41742
13000	126	2.00674	1.36586
13000	128	1.89392	1.31533
13000	130	1.78849	1.26593
13000	132	1.68989	1.21773
13000	134	1.59762	1.17081
13000	136	1.51122	1.12521
13000	138	1.43025	1.08097
13000	140	1.35433	1.03813
13000	142	1.28309	0.99668
13000	144	1.21621	0.956642
13000	146	1.15338	0.918008
13000	148	1.09432	0.880767
13000	150	1.03877	0.844905
13000	152	0.986503	0.810398
13000	154	0.937287	0.777221
13000	156	0.890922	0.745347
13000	158	0.847219	0.714741
13000	160	0.806004	0.685371
13000	162	0.767117	0.6572
13000	164	0.730406	0.630192
13000	166	0.695734	0.604308
13000	168	0.662971	0.579511
13000	170	0.631998	0.555761
13000	172	0.602703	0.53302
13000	174	0.574983	0.511251
13000	176	0.548741	0.490416
13000	178	0.523888	0.470477
13000	180	0.50034	0.451399
13000	182	0.478019	0.433146
13000	184	0.456853	0.415683
13000	186	0.436772	0.398979
13000	188	0.417715	0.382999
13000	190	0.399621	0.367713
13000	192	0.382436	0.35309
13000	194	0.366107	0.339102
13000	196	0.350585	0.32572
13000	198	0.335826	0.312918
13000	200	0.321787	0.300669
13000	202	0.308428	0.288949
13000	204	0.295711	0.277734
13000	206	0.283601	0.267001
13000	208	0.272066	0.256729
13000	210	0.261074	0.246895
13000	212	0.250596	0.237481
13000	214	0.240605	0.228468
13000	216	0.231075	0.219837
13000	218	0.221983	0.211571
13000	220	0.213304	0.203653
13000	222	0.205018	0.196068
13000	224	0.197105	0.1888
13000	226	0.189545	0.181835
13000	228	0.182321	0.175159
13000	230	0.175415	0.16876
13000	232	0.168812	0.162625
13000	234	0.162496	0.156741
13000	236	0.156454	0.151098
13000	238	0.150672	0.145685
13000	240	0.145136	0.140491
13000	242	0.139837	0.135507
13000	244	0.13476	0.130724
13000	246	0.129897	0.126132
13000	248	0.125237	0.121723
