13000	30	134.984	2.8869
13000	32.2	112.062	3.17047
13000	34.4	94.155	3.45308
13000	36.6	79.9308	3.732
13000	38.8	68.4665	4.00432
13000	41	59.1078	4.26702
13000	43.2	51.3815	4.51702
13000	45.4	44.9388	4.75126
13000	47.6	39.5184	4.96673
13000	49.8	34.9217	5.1606
13000	52	30.9954	5.33028
13000	54.2	27.6202	5.47352
13000	56.4	24.7016	5.58849
13000	58.6	22.1645	5.67384
13000	60.8	19.9483	5.72881
13000	63	18.0039	5.75325
13000	65.2	16.291	5.74767
13000	67.4	14.7764	5.71322
13000	69.6	13.4325	5.65172
13000	71.8	12.2362	5.56553
13000	74	11.1683	5.45742
13000	76.2	10.2123	5.33022
13000	78.4	9.3542	5.18629
13000	80.6	8.58222	5.02667
13000	82.8	7.88613	4.85004
13000	85	7.25712	4.65177
13000	87.2	6.68761	4.42392
13000	89.4	6.17098	4.15754
13000	91.6	5.7015	3.84853
13000	93.8	5.27413	3.50795
13000	96	4.88448	3.67254
13000	98.2	4.52866	3.48699
13000	100.4	4.20328	3.30684
13000	102.6	3.90531	3.13286
13000	104.8	3.63208	2.96555
13000	107	3.38121	2.80528
13000	109.2	3.15059	2.65223
13000	111.4	2.93834	2.50647
13000	113.6	2.74277	2.36797
13000	115.8	2.56238	2.23662
13000	118	2.39581	2.11225
13000	120.2	2.24185	1.99466
13000	122.4	2.0994	1.88359
13000	124.6	1.96747	1.77879
13000	126.8	1.84518	1.67997
13000	129	1.73172	1.58686
13000	131.2	1.62637	1.49916
13000	133.4	1.52845	1.41658
13000	135.6	1.43738	1.33887
13000	137.8	1.35259	1.26573
13000	140	1.27361	1.19691
13000	142.2	1.19998	1.13216
13000	144.4	1.13128	1.07123
13000	146.6	1.06713	1.0139
13000	148.8	1.0072	0.959953
13000	151	0.95117	0.909178
13000	153.2	0.898747	0.861381
13000	155.4	0.849669	0.81638
13000	157.6	0.803694	0.774001
13000	159.8	0.760597	0.734081
13000	162	0.720175	0.696469
13000	164.2	0.682238	0.661021
13000	166.4	0.646613	0.627602
13000	168.6	0.61314	0.596087
13000	170.8	0.581671	0.566359
13000	173	0.552069	0.538306
13000	175.2	0.524209	0.511825
13000	177.4	0.497975	0.486821
13000	179.6	0.473259	0.463202
13000	181.8	0.44996	0.440885
13000	184	0.427988	0.41979
13000	186.2	0.407255	0.399843
13000	188.4	0.387683	0.380975
13000	190.6	0.369197	0.363121
13000	192.8	0.35173	0.346222
13000	195	0.335218	0.330219
13000	197.2	0.319601	0.315061
13000	199.4	0.304824	0.300698
13000	201.6	0.290837	0.287083
13000	203.8	0.27759	0.274173
13000	206	0.265041	0.261927
13000	208.2	0.253146	0.250307
13000	210.4	0.241868	0.239277
13000	212.6	0.231169	0.228803
13000	214.8	0.221017	0.218855
13000	217	0.211379	0.209402
13000	219.2	0.202227	0.200417
13000	221.4	0.193531	0.191874
13000	223.6	0.185267	0.183748
13000	225.8	0.177411	0.176017
13000	228	0.169938	0.168659
13000	230.2	0.162829	0.161654
13000	232.4	0.156062	0.154983
13000	234.6	0.14962	0.148627
13000	236.8	0.143484	0.142571
13000	239	0.137639	0.136798
13000	241.2	0.132068	0.131293
13000	243.4	0.126756	0.126042
13000	245.6	0.121692	0.121033
13000	247.8	0.11686	0.116252
