13000	0.348826	-0.0351238	0.000180976	0.112905	8.89988e-10	0.0282838	9.56098e-05
13000	0.371662	-0.0362853	0.000153968	0.105752	8.4816e-10	0.0297713	8.38837e-05
13000	0.395223	-0.0370589	0.000145509	0.0991587	8.09651e-10	0.0312504	7.58193e-05
13000	0.419507	-0.0374983	0.000149523	0.0930709	7.74107e-10	0.0325947	7.24394e-05
13000	0.444516	-0.0376604	0.000141322	0.0874406	7.41234e-10	0.0336479	6.20693e-05
13000	0.470248	-0.0375851	0.000138083	0.0822255	6.18041e-10	0.0342177	5.18102e-05
13000	0.496704	-0.0373145	0.000126582	0.077388	5.94108e-10	0.0341117	4.47248e-05
13000	0.523885	-0.0368732	0.000115718	0.072895	5.12026e-10	0.0332194	3.70246e-05
13000	0.551789	-0.0362941	0.000107324	0.0687167	4.75155e-10	0.0317095	3.26017e-05
13000	0.580418	-0.0355911	9.59961e-05	0.0648265	4.32847e-10	0.035787	2.75039e-05
13000	0.60977	-0.0347978	9.17246e-05	0.0612008	3.94354e-10	0.0356612	2.42179e-05
13000	0.639847	-0.0339282	8.79837e-05	0.0578179	3.60512e-10	0.0353709	2.02928e-05
13000	0.670647	-0.0329998	8.48835e-05	0.0546586	3.29333e-10	0.0349379	1.74216e-05
13000	0.702171	-0.0320219	8.36184e-05	0.0517053	3.01152e-10	0.0343835	1.41049e-05
13000	0.73442	-0.0310098	8.17639e-05	0.0489422	3.32554e-10	0.0337284	1.09814e-05
13000	0.767392	-0.0299731	7.58915e-05	0.0463548	3.06667e-10	0.0329913	9.98357e-06
13000	0.801089	-0.0289213	6.94866e-05	0.0439301	3.07731e-10	0.0321895	7.94733e-06
13000	0.835509	-0.0278602	6.05593e-05	0.0416559	2.97531e-10	0.0313374	7.03857e-06
13000	0.870654	-0.0267994	5.93801e-05	0.0395215	2.87876e-10	0.0304495	6.13145e-06
13000	0.906522	-0.025743	5.7137e-05	0.0375167	2.79088e-10	0.029537	5.28981e-06
13000	0.943114	-0.0246946	5.60088e-05	0.0356325	2.70257e-10	0.0286097	4.479e-06
13000	0.980431	-0.02366	5.30599e-05	0.0338603	2.61851e-10	0.0276762	3.72653e-06
13000	1.01847	-0.022644	4.6712e-05	0.0321924	2.53862e-10	0.0267435	3.27373e-06
13000	1.05724	-0.0216467	4.6049e-05	0.0306217	2.46363e-10	0.0258174	2.66202e-06
13000	1.09672	-0.0206724	4.34216e-05	0.0291416	2.53141e-10	0.0249029	2.21614e-06
13000	1.13694	-0.0197225	4.0341e-05	0.0277461	2.45731e-10	0.0240037	1.85306e-06
13000	1.17787	-0.0187988	3.76992e-05	0.0264296	2.38273e-10	0.023123	1.5111e-06
13000	1.21953	-0.0179017	3.73095e-05	0.025187	1.62597e-10	0.0222633	1.26096e-06
13000	1.26192	-0.017033	3.45509e-05	0.0240133	1.26985e-10	0.0214263	1.1432e-06
13000	1.30503	-0.0161933	3.34784e-05	0.0229043	6.46606e-11	0.0206134	1.04854e-06
13000	1.34886	-0.0153821	3.03897e-05	0.0218557	6.13678e-11	0.0198256	9.06406e-07
13000	1.39342	-0.014601	2.88872e-05	0.0208639	5.8292e-11	0.0190634	8.02601e-07
13000	1.4387	-0.0138479	2.66891e-05	0.0199252	5.54114e-11	0.0183272	7.53669e-07
13000	1.4847	-0.0131243	2.51661e-05	0.0190364	5.27117e-11	0.0176169	6.75089e-07
13000	1.53143	-0.0124303	2.24103e-05	0.0181944	5.01811e-11	0.0169326	6.35978e-07
13000	1.57888	-0.0117651	2.17185e-05	0.0173964	4.78046e-11	0.0162738	5.73051e-07
13000	1.62706	-0.0111277	2.05677e-05	0.0166397	4.55708e-11	0.0156403	5.12528e-07
13000	1.67596	-0.0105179	1.85713e-05	0.0159219	4.34715e-11	0.0150314	4.57169e-07
13000	1.72558	-0.0099356	1.70107e-05	0.0152407	4.14979e-11	0.0144465	3.90521e-07
13000	1.77593	-0.00937895	1.68509e-05	0.0145939	3.96362e-11	0.0138851	3.4439e-07
13000	1.827	-0.00884789	1.59169e-05	0.0139795	3.76586e-11	0.0133464	2.96817e-07
13000	1.8788	-0.0083421	1.4979e-05	0.0133957	3.60138e-11	0.0128298	2.75187e-07
13000	1.93132	-0.00786029	1.41022e-05	0.0128406	3.44611e-11	0.0123344	2.56359e-07
13000	1.98456	-0.00740227	1.27509e-05	0.0123127	1.11221e-10	0.0118595	2.16391e-07
13000	2.03853	-0.00696673	1.16412e-05	0.0118105	7.83915e-11	0.0114044	1.85722e-07
13000	2.09323	-0.00655302	1.08404e-05	0.0113324	5.16587e-11	0.0109683	1.68151e-07
13000	2.14864	-0.0061602	1.05778e-05	0.0108773	4.80271e-11	0.0105504	1.47654e-07
13000	2.20478	-0.00578824	8.4066e-06	0.0104437	7.30305e-11	0.0101501	1.34216e-07
13000	2.26165	-0.00543535	7.65054e-06	0.0100305	9.74638e-11	0.00976658	1.13812e-07
13000	2.31924	-0.00510146	7.3588e-06	0.00963663	3.41636e-11	0.00939919	1.01205e-07
13000	2.37755	-0.00478537	6.58519e-06	0.00926104	3.29044e-11	0.00904724	9.08246e-08
13000	2.43658	-0.00448644	5.95823e-06	0.00890275	3.17083e-11	0.00871007	8.38039e-08
13000	2.49634	-0.00420373	5.53915e-06	0.00856083	3.07264e-11	0.00838705	7.68034e-08
13000	2.55683	-0.00393684	5.30073e-06	0.00823442	2.96379e-11	0.00807755	6.68753e-08
13000	2.61804	-0.0036848	4.94105e-06	0.00792272	2.86011e-11	0.007781	5.99408e-08
13000	2.67997	-0.00344717	4.48674e-06	0.00762496	2.89285e-11	0.00749681	5.3935e-08
13000	2.74263	-0.00322308	4.31979e-06	0.00734042	2.78604e-11	0.00722445	5.2212e-08
13000	2.80601	-0.00301195	4.03825e-06	0.00706843	4.27907e-11	0.00696339	4.48675e-08
13000	2.87011	-0.00281314	3.76484e-06	0.00680834	4.11622e-11	0.00671312	4.10652e-08
13000	2.93494	-0.00262641	3.55639e-06	0.00655956	2.57552e-11	0.00647316	3.75795e-08
13000	3.00049	-0.00245009	3.37824e-06	0.00632152	2.77654e-11	0.00624306	3.45753e-08
13000	3.06677	-0.00228474	3.00116e-06	0.00609368	3.30913e-11	0.00602237	2.99441e-08
13000	3.13377	-0.00212932	2.85388e-06	0.00587554	2.08838e-11	0.00581068	2.62404e-08
13000	3.20149	-0.00198347	2.65346e-06	0.00566663	2.02256e-11	0.00560757	2.37861e-08
13000	3.26994	-0.00184662	2.27702e-06	0.00546649	1.9422e-11	0.00541268	2.22829e-08
13000	3.33911	-0.00171818	2.20435e-06	0.00527471	1.86866e-11	0.00522562	1.96061e-08
13000	3.40901	-0.00159784	2.19815e-06	0.00509087	1.80093e-11	0.00504606	1.79923e-08
13000	3.47963	-0.00148507	2.00409e-06	0.00491459	1.74619e-11	0.00487366	1.71314e-08
13000	3.55098	-0.00137951	1.85959e-06	0.00474553	3.95547e-11	0.0047081	1.54226e-08
13000	3.62304	-0.00128079	1.75135e-06	0.00458333	3.87977e-11	0.00454907	1.47572e-08
13000	3.69584	-0.00118836	1.71878e-06	0.00442768	3.81766e-11	0.0043963	1.31121e-08
13000	3.76935	-0.00110196	1.79885e-06	0.00427827	3.75679e-11	0.0042495	1.12257e-08
13000	3.84359	-0.00102129	1.58775e-06	0.00413481	3.69742e-11	0.00410842	1.04079e-08
13000	3.91856	-0.000945933	1.47403e-06	0.00399704	3.58012e-11	0.00397279	9.26417e-09
