13000	0.00920274	1.05362	0.00492472	2.55774	1.67757e-08	1.05451	0.00496579
13000	0.0132152	0.899042	0.00377081	1.88996	1.88262e-08	0.900252	0.00377239
13000	0.0179516	0.754515	0.00273347	1.46382	1.12442e-08	0.756106	0.00268134
13000	0.023412	0.627403	0.00226913	1.17402	6.60672e-09	0.629407	0.00226192
13000	0.0295964	0.518777	0.00185127	0.967099	9.27417e-09	0.521328	0.00183139
13000	0.0365049	0.427118	0.00143839	0.813558	8.03241e-09	0.430344	0.00139231
13000	0.0441373	0.3502	0.00121943	0.695994	3.76474e-09	0.354214	0.00121617
13000	0.0524937	0.285748	0.00111891	0.603604	3.52226e-09	0.290752	0.00114753
13000	0.0615741	0.231794	0.000966258	0.529394	3.66085e-09	0.238027	0.000984814
13000	0.0713785	0.186565	0.000893576	0.468667	3.00223e-09	0.194278	0.000840211
13000	0.081907	0.148613	0.000729074	0.418175	2.4932e-09	0.158085	0.00073981
13000	0.0931594	0.116749	0.000624482	0.375613	3.70055e-09	0.128248	0.000679675
13000	0.105136	0.0899566	0.000581824	0.339306	2.06173e-09	0.103793	0.000585182
13000	0.117836	0.067435	0.000542482	0.308011	2.97802e-09	0.083912	0.000554033
13000	0.131261	0.048492	0.000520452	0.280791	2.60622e-09	0.0679023	0.000441986
13000	0.145409	0.0325764	0.000444618	0.256926	2.46734e-09	0.0551829	0.0003903
13000	0.160282	0.0192234	0.000424435	0.235856	1.46265e-09	0.0453036	0.000337957
13000	0.175878	0.00802476	0.000376908	0.217139	2.00626e-09	0.0377907	0.000289474
13000	0.192198	-0.00133054	0.000320226	0.20042	1.2272e-09	0.0323004	0.000261023
13000	0.209243	-0.00910996	0.000322458	0.185414	1.20706e-09	0.0285002	0.000235456
13000	0.227011	-0.0155439	0.000293548	0.171887	1.12259e-09	0.0260754	0.000309275
13000	0.245504	-0.0208391	0.000269413	0.159645	9.81918e-10	0.0247956	0.000180313
13000	0.26472	-0.0251438	0.000241965	0.148529	9.2959e-10	0.0244131	0.000158694
13000	0.284661	-0.0286158	0.000235513	0.138403	8.82183e-10	0.0247155	0.000144379
13000	0.305325	-0.0313741	0.00022027	0.129153	9.91125e-10	0.0255202	0.000151424
13000	0.326713	-0.0335152	0.000192972	0.120682	9.35543e-10	0.0269084	0.000124428
